PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
236978732,20191125,99,2020-10-08T14:47:00,"2400 Block Berg St Pittsburgh, PA 15203",N,South Side Slopes,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1608,3,3,-79.972385626224,40.4196171775813
237029621,20192524,11,2020-10-14T22:28:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,CREDIT CARDS,4106 Access Device Fraud,1702,3,3,-79.9818723137217,40.4285931755254
237030106,20192593,99,2020-10-15T01:28:00,"1000 Block Progress St Pittsburgh, PA 15212",Y,Troy Hill,1,AIDED CASE,9497 Aided Case,2406,,,0,0
237035653,20192691,27,2020-10-15T06:00:00,"1500 Block Kenberma Ave Pittsburgh, PA 15216",N,Beechview,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1916,4,5,-80.021905306571,40.410998254949
238131698,20201738,18,2020-10-28T13:22:00,"200 Block East Ohio St Pittsburgh, PA 15212",Y,Allegheny Center,1,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 907 Possessing Instruments of Crime.,2204,,,0,0
238143110,20201863,11,2020-10-22T23:00:00,"2200 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,CREDIT CARDS,4106 Access Device Fraud,509,6,3,-79.9781010622157,40.448129521411
238151019,20201875,10,2020-10-28T18:10:00,"300 Block Sheridan Ave Pittsburgh, PA 15206",Y,East Liberty,5,RESIST ARREST/OTHER LAW ENFORC,5104 Resisting Arrest or Other Law Enforcement. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1115,,,0,0
238172106,20202118,2,2020-10-29T02:59:00,Zone 5,N,,5,RAPE,3121 Rape.,,,,,
238186374,20202220,6,2020-10-29T04:25:00,"1900 Block Ovid St Pittsburgh, PA 15205",N,Westwood,6,THEFT FROM AUTO,3934 Theft from Vehicle / 5506 Loitering and Prowling at Night / 903 Criminal Conspiracy.,2811,2,5,-80.0498249639867,40.429538261057
236611826,20190136,10,2020-10-11T11:39:00,"Roberto Clemente Brg Pittsburgh, PA 15222",Y,Central Business District,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 5503 Disorderly Conduct. / 5507 Obstructing Highways and Passages. / 907 Possessing Instruments of Crime. / 5112 Obstructing Emergency Services / 903 Criminal Conspiracy.,201,,,0,0
236618459,20190297,14,2020-10-11T15:00:00,"7200 Block hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,CRIM MISCHIEF,3304 Criminal Mischief. / 2707 Propulsion of Missiles ,1303,9,2,-79.8974964063787,40.4546203094633
-3460010385,20189001,99,2020-10-09T16:14:00,"5300 Block Beeler St Pittsburgh, PA 15217",N,Squirrel Hill North,4,ACCIDENTAL FIRE,9018 Accidental Fire,1401,8,3,-79.9336743931519,40.4454236079869
236622056,20190376,10,2020-10-11T17:45:00,"2700 Block Zephyr Ave Pittsburgh, PA 15204",N,Sheraden,6,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck",2018,2,5,-80.0493591534742,40.4530292535525
236625448,20190498,27,2020-10-11T20:00:00,"5100 Block Centre Ave Pittsburgh, PA 15224",N,Shadyside,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,709,,,0,0
238046890,20201256,29,2020-10-27T18:41:00,"2200 Block Wilner Dr Pittsburgh, PA 15221",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1301,,,0,0
238052954,20201086,9,2020-10-27T16:19:00,"Hamilton Ave & Hale St Pittsburgh, PA 15221",Y,Homewood South,5,TAMPER WITH/FAB PHYS EVIDENCE,"4910 Tampering with or Fabricating Physical Evidence. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 9501 Bench Warrant / 3733 Fleeing or Attempting to Elude Police Officer / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3736 Reckless Driving / 3714 Careless Driving / 9092 Bond Forfeiture Warrant",1304,9,2,-79.8875401162107,40.4523582303425
238053454,20185135,4,2020-10-03T15:17:00,"100 Block S 4th St Duquesne, PA 15110",Y,Homewood South,OSC,AGG-ASSAULT,"2702 Aggravated Assault. / 2701 Simple Assault. / 6106 Firearms not to be Carried without a License. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 901 Criminal Attempt",7799,,,-79.8503255126266,40.3740201699576
238090372,20201578,6,2020-10-28T08:00:00,"3700 Block Allendale Cir Pittsburgh, PA 15204",N,Sheraden,6,THEFT FROM AUTO,3934 Theft from Vehicle,2022,2,5,-80.0633247870113,40.4601418658255
238094310,20201597,0,2020-10-28T08:59:00,"5300 Block Mossfield St Pittsburgh, PA 15224",N,Garfield,5,99,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1016,9,2,-79.9358114224948,40.4726622550334
238097466,20201617,14,2020-10-28T00:44:00,"1100 Block Washington Blvd Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.9076650396476,40.4657610034326
238101564,20201642,99,2020-10-28T08:00:00,"6300 Block Avrr Pittsburgh, PA 15201",N,Upper Lawrenceville,5,LOST PROPERTY,9504 Lost Property,1011,7,2,-79.9359882812368,40.4898836170024
238114433,20201658,14,2020-10-28T11:00:00,"100 Block N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1115,7,2,-79.919381630796,40.4726220390404
238122095,20201721,0,2020-10-28T13:21:00,"5400 Block Carnegie St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,99,9994 PFA Service,1011,7,2,-79.9502983063289,40.4822978663705
237163270,20193568,18,2020-10-16T11:21:00,"500 Block Paulson Ave Pittsburgh, PA 15206",Y,Larimer,5,STOLEN PROPERTY - OTHER,13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 3354 Additional Parking Regulations.,1204,9,2,-79.9120987736764,40.4632524802596
237166764,20193573,23,2020-10-16T11:31:00,"1200 Block Banksville Rd Pittsburgh, PA 15216",Y,Banksville,6,PUBLIC DRUNKENESS,5505 Public Drunkenness,2023,2,5,-80.0298102552281,40.4182737797489
237187448,20193830,11,2020-10-16T18:00:00,"7100 Block Mc Pherson Blvd Pittsburgh, PA 15208",N,Point Breeze North,4,IDENTITY THEFT,4120 Identity Theft,1405,9,2,-79.9016578419878,40.4525302921803
237188736,20193867,6,2020-10-16T17:36:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1405,9,3,-79.8951355743265,40.4471228791488
238258935,20202635,0,2020-10-29T23:48:00,"31st St Brg & N Pa Rt 28 Pittsburgh, PA 15212",N,Central Business District,2,99,3746 Immediate Notice of Accident to Police Department,201,,,0,0
238259016,20198952,99,2020-10-24T03:38:00,"Collins Ave & East Liberty Blvd Pittsburgh, PA 15206",N,East Liberty,5,AIDED CASE,9497 Aided Case,1113,9,2,-79.919878765265,40.4650849197038
238261889,20202700,0,2020-10-30T02:00:00,"200 Block Tarragonna St Pittsburgh, PA 15210",N,Bon Air,3,99,9998 Overdose Other,1806,4,5,-79.9969906698907,40.4091480674882
238263233,20202735,26,2020-10-30T03:14:00,Zone 2,N,,2,THEFT BY EXTORTION,3923 Theft by Extortion. / 3131(c)(1) Unlawful dissemination of intimate image -- Person depicted IS a minor UNDER 18 (M1),,,,,
238278287,20202835,29,2020-10-30T09:20:00,"3400 Block Corona St Pittsburgh, PA 15212",N,Brighton Heights,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2703,,,0,0
237548560,20196962,11,2020-10-11T19:47:00,"6700 Block Rowan St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT BY DECEPTION,3922 Theft by Deception. / 4106 Access Device Fraud,1203,9,2,-79.9031621291861,40.4643251239604
237551404,20196978,6,2020-10-21T13:00:00,"100 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-80.0002244573837,40.4373038544899
-3420047955,20197305,6,2020-10-21T21:12:00,"7700 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.893871347431,40.4463971633631
237612710,20197453,23,2020-10-22T03:26:00,"700 Block Finland St Pittsburgh, PA 15219",Y,Upper Hill,2,PUBLIC DRUNKENESS,5505 Public Drunkenness / 5506 Loitering and Prowling at Night / 3503 Criminal Trespass / 2709(b) Stalking / 2709(a)(2) Harassment by Following Person in Public Place(s),506,,,0,0
237681893,20193646,5,2020-10-16T13:20:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,3,BURGLARY,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item / 3503 Criminal Trespass,3001,6,6,-79.9931846836602,40.4350718181921
237708724,20197711,0,2020-10-22T13:30:00,"900 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9999 9999 - (Misc. Incident): PFA Service,201,6,6,-79.9980468769971,40.4436186700538
-3477040567,20197751,0,2020-10-22T14:04:00,"200 Block Sweetbriar St Pittsburgh, PA 15211",N,Duquesne Heights,3,99,9999 9999 - (Misc. Incident): ,1911,2,5,-80.0217245931654,40.4382004502512
236522938,20188846,0,2020-10-09T09:00:00,"4200 Block Beehner Rd Pittsburgh, PA 15217",N,Greenfield,4,99,9999 9999 - (Misc. Incident): ,1517,,,0,0
236529951,20188858,27,2020-10-09T10:00:00,"3200 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2715,1,1,-80.0311081190629,40.4757891815702
236532256,20188898,27,2020-10-09T10:00:00,"5700 Block Pocussett St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9254411489497,40.4294800390651
236535140,20188925,0,2020-10-09T00:01:00,"700 Block N Negley Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident): ,1113,9,2,-79.9266960314998,40.4698183744927
236535776,20188941,11,2020-10-09T00:01:00,"2500 Block Park Hill Dr Pittsburgh, PA 15221",N,East Hills,5,IDENTITY THEFT,4120 Identity Theft,1306,9,2,-79.8732271471488,40.4561140005372
236539905,20188955,14,2020-10-09T13:30:00,"5300 Block Butler St Pittsburgh, PA 15201",N,Upper Lawrenceville,2,CRIM MISCHIEF,3304 Criminal Mischief.,1011,7,2,-79.9522872100965,40.4821389486867
236541336,20188976,0,2020-10-09T14:00:00,"5300 Block Stanton Ave Pittsburgh, PA 15206",N,Stanton Heights,5,99,3503(b.1) Criminal Trespass - Simple Trespasser,1005,9,2,-79.9333785785245,40.4759772722232
236541903,20189006,6,2020-10-09T15:30:00,"6000 Block 5th Ave Pittsburgh, PA 15232",N,Shadyside,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,706,8,3,-79.9233331261032,40.4521908441849
236906202,20191524,16,2020-10-13T07:50:00,"Frankstown Ave & NE Homewood Ave Pittsburgh, PA 15208",Y,Homewood North,5,PROSTITUTION,5902(a)(2) Prostitution - Loitering for purpose of / 5902(a)(1) Prostitution ,1302,9,2,-79.8963011488784,40.457404655664
236906477,20188433,6,2020-10-08T18:23:00,"900 Block Freeport Rd Pittsburgh, PA 15238",N,Lincoln-Lemington-Belmar,5,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",1201,9,2,-79.8923529450752,40.4861185015656
236920657,20191587,6,2020-10-13T15:55:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-80.0009078039902,40.4508935599436
236926506,20191557,99,2020-10-13T16:58:00,"1800 Block Brett St Pittsburgh, PA 15205",Y,Westwood,6,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2811,,,0,0
236930575,20191678,99,2020-10-13T18:19:00,"N Charles St & Cross St Pittsburgh, PA 15214",Y,Perry South,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2614,6,1,-80.0206198174913,40.4652536897501
236941940,20191876,6,2020-10-13T20:00:00,"600 Block Pressley St Pittsburgh, PA 15212",N,East Allegheny,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2304,1,1,-79.9986796721415,40.4522188227154
236942825,20190348,24,2020-10-11T16:16:00,"100 Block Art Rooney Ave Pittsburgh, PA 15212",Y,North Shore,1,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,2205,1,6,-80.0157793215862,40.4467840308319
236217219,20186870,18,2020-10-06T13:53:00,"30 Block Cushman St Pittsburgh, PA 15211",Y,Mount Washington,3,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount / 1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(30)* Delivery of Controlled Substance,1807,3,5,-80.0044715559702,40.4265732483807
236300523,20187473,10,2020-10-07T11:00:00,"3700 Block Ramo St Pittsburgh, PA 15204",N,Windgap,6,HARRASSMENT,2709(a) Harassment. / 3503.B1III DEF. TRESPASS FENCED/ENCLOSED,2807,2,5,-80.0744453777741,40.4599296740681
237153900,20193522,6,2020-10-16T10:00:00,"1100 Block Banksville Rd Pittsburgh, PA 15216",Y,South Shore,6,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2023,2,5,-80.0302713936274,40.4199183995027
237165806,20193612,10,2020-10-16T12:30:00,"2900 Block Glen Mawr St Pittsburgh, PA 15204",Y,Sheraden,6,HARRASSMENT,2709(a) Harassment.,2018,2,5,-80.0512621204587,40.4551893197363
238274638,20202827,10,2020-10-27T23:00:00,"1300 Block N Sheridan Ave Pittsburgh, PA 15206",N,Highland Park,5,HARRASSMENT,2709 Harassment (Non-Specific),1106,7,2,-79.9156573168873,40.4756240482342
238278684,20202859,11,2020-10-30T09:55:00,"40 Block S 10th St Pittsburgh, PA 15203",N,South Side Flats,3,IDENTITY THEFT,4120 Identity Theft / 7615(a)(3) Computer Trespass - Alter/Erase Data,1702,,,-79.9057466614584,40.4070395801712
238283704,20202877,0,2020-10-30T10:27:00,"500 Block East End Ave Pittsburgh, PA 15221",N,Point Breeze,4,99,2709(a)(2) Harassment by Following Person in Public Place(s),1406,9,3,-79.8958108509806,40.4427513096495
238284362,20202840,9,2020-10-30T09:23:00,"800 Block N Homewood Ave Pittsburgh, PA 15208",Y,Homewood South,5,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 5121 Escape.,1303,9,2,-79.8963992287735,40.4565221198908
238292848,20202608,26,2020-10-29T18:00:00,"1100 Block Fredonia St Pittsburgh, PA 15220",Y,Crafton Heights,6,UNAUTHORIZED USE VEHICLE,3928 Unauthorized Use of Automobile and Other Vehicles.,2814,2,5,-80.0421538067369,40.4446699864518
237194967,20193926,0,2020-10-16T19:44:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,99,9093 Indirect Criminal Contempt,2205,1,1,-80.0096363483307,40.4549103553127
237196795,20194013,14,2020-10-16T06:15:00,"500 Block Mt Pleasant Rd Pittsburgh, PA 15214",N,Northview Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2609,,,0,0
237201539,20194065,6,2020-10-17T00:20:00,"1700 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2406,1,1,-79.9826568143613,40.4639525304904
237202096,20194095,10,2020-10-17T01:27:00,"600 Block Forbes Ave Pittsburgh, PA 15219",N,Bluff,2,HARRASSMENT,2709 Harassment (Non-Specific) / 4106 Access Device Fraud,103,6,3,-79.9936526271794,40.437826212702
237206697,20193603,0,2020-10-16T12:47:00,"Washington Blvd & Allegheny River Blvd Pittsburgh, PA 15206",N,Highland Park,5,99,1332 Display of Registration Plate.,1106,7,2,-79.9078496292392,40.4842769808723
237208535,20193678,99,2020-10-16T15:00:00,"Friendship Ave & Roup Ave Pittsburgh, PA 15206",N,Friendship,5,MENTAL 201/302,9498 302 (Mental),807,7,2,-79.9350632318205,40.4616167775703
237215423,20194236,10,2020-10-17T08:50:00,"1000 Block Duffield St Pittsburgh, PA 15206",Y,Stanton Heights,5,SIMPLE ASSAULT,2701 Simple Assault.,1018,,,0,0
237217928,20194346,18,2020-10-17T12:38:00,"6500 Block 5th Ave Pittsburgh, PA 15206",Y,Shadyside,4,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 4701 Duty to Comply with Inspection Laws / 5101 Obstructing Admin. of Law  / 1501 Drivers Required to be Licensed. / 1543 Driving While Operating Privilege is Suspended or Revoked.,708,8,3,-79.917325480089,40.4533454193199
-3249052528,20189689,27,2020-10-10T16:00:00,"Westliberty Ave & Wenzell Ave Pittsburgh, PA 15216",N,Brookline,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1918,,,0,0
-3261469504,20197826,0,2020-10-22T05:50:00,"Clairhaven St & Strattmore St Pittsburgh, PA 15205",N,Crafton Heights,6,99,9999 9999 - (Misc. Incident): suspicious vehicle,2815,2,5,-80.0559574475264,40.4383731269129
237744440,20198021,4,2020-10-22T20:50:00,"300 Block Stanhope St Pittsburgh, PA 15204",N,Esplen,6,AGG-ASSAULT,2702 Aggravated Assault.,2017,2,5,-80.0560987994453,40.4636361509949
237751434,20198145,0,2020-10-23T01:22:00,"800 Block Spring Garden Ave Pittsburgh, PA 15212",Y,East Allegheny,1,99,3503(a) Criminal Trespass,2304,1,1,-79.9978156923695,40.4572671880469
237775240,20198355,10,2020-10-23T00:01:00,"300 Block Heldman Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT,2709(a) Harassment. / 3922 Theft by Deception.,305,,,0,0
236070660,20186130,99,2020-10-05T09:38:00,"1200 Block Thelma St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,FOUND PROPERTY,9489 Found Property,2715,1,1,-80.0271774539283,40.4689872782725
236080139,20186177,14,2020-10-05T11:40:00,"3400 Block Charlotte St Pittsburgh, PA ",N,Bluff,2,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",103,,,0,0
237030493,20192627,29,2020-10-15T02:45:00,"1600 Block Federal St N Pittsburgh, PA 15212",N,Central North Side,1,RUNAWAYS - JUVENILE,029 Missing Juvenile,2206,6,1,-80.0084742370091,40.4595252598798
237035974,20192687,6,2020-10-15T06:40:00,"W North Ave & Rope Way Pittsburgh, PA 15233",Y,Allegheny West,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2201,1,1,-80.0154755031602,40.4538417822345
237049387,20192711,14,2020-10-15T07:00:00,"3600 Block Mintwood St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",603,7,2,-79.9640173904585,40.463206915799
237056347,20192765,0,2020-10-15T09:54:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,99,9998 Overdose Other,2204,,,0,0
-3455004783,20193273,27,2020-10-15T23:00:00,"3800 Block Forbes Ave Pittsburgh, PA 15213",Y,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.9567094950825,40.4415218239448
237203403,20194157,24,2020-10-17T01:05:00,"900 Block Lincoln Ave Pittsburgh, PA 15206",N,Homewood West,5,DISORDERLY CONDUCT,5503 Disorderly Conduct. / 9992 Governor's Order Violation,1207,9,2,-79.9029210833808,40.4635201528929
237217609,20194309,10,2020-10-17T11:45:00,"1200 Block Western Ave Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 9501 Bench Warrant,2107,6,1,-80.0219684615574,40.4512177173984
237245164,20194947,6,2020-10-18T11:40:00,"7600 Block Penn Ave Pittsburgh, PA 15221",N,Point Breeze North,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1405,9,3,-79.8951355743265,40.4471228791488
237248047,20195019,10,2020-10-17T17:57:00,"400 Block 42nd St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HARRASSMENT,2709(a) Harassment.,902,,,0,0
237339162,20195756,5,2020-10-19T10:30:00,"1200 Block Bellaire Pl Pittsburgh, PA 15226",N,Brookline,6,BURGLARY,3502 Burglary.,3206,4,5,-80.0131179913642,40.3921875979247
235938712,20184832,0,2020-10-03T02:44:00,"6500 Block Rowan St Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,99,8106 Shots Fired,1203,9,2,-79.9067909164157,40.4666791802548
235944235,20184862,0,2020-10-03T03:54:00,"2700 Block Sacramento Ave Pittsburgh, PA 15204",N,Sheraden,6,99,9093 Indirect Criminal Contempt,2018,2,5,-80.0476758144617,40.4552848012897
